date,China,South Korea,Iran,Russia,India,Other Asian countries,Italy,Germany,France,Spain,Belgium,Netherlands,United Kingdom,Switzerland,Turkey,Other European countries,US,Canada,Mexico,Other North-American countries,Brazil,Peru,Colombia,Chile,Other South-American countries,Africa,Australia & Oceania
2020-01-29,791.2857142857143,0.42857142857142855,0,0,0,5.714285714285714,0,0.5714285714285714,0.7142857142857143,0,0,0,0,0,0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,0,0,0,0,0,0,0,0.8571428571428571
2020-01-30,1071.142857142857,0.42857142857142855,0,0,0.14285714285714285,6.428571428571429,0,0.5714285714285714,0.7142857142857143,0,0,0,0,0,0,0.14285714285714285,0.5714285714285714,0.2857142857142857,0,0,0,0,0,0,0,0,1.2857142857142858
2020-01-31,1268.857142857143,1.2857142857142858,0,0.2857142857142857,0.14285714285714285,7.571428571428571,0.2857142857142857,0.7142857142857143,0.42857142857142855,0,0,0,0.2857142857142857,0,0,0.2857142857142857,0.7142857142857143,0.5714285714285714,0,0,0,0,0,0,0,0,1.2857142857142858
2020-02-01,1497.857142857143,1.4285714285714286,0,0.2857142857142857,0.14285714285714285,8.428571428571429,0.2857142857142857,1.1428571428571428,0.42857142857142855,0.14285714285714285,0,0,0.2857142857142857,0,0,0.2857142857142857,0.8571428571428571,0.5714285714285714,0,0,0,0,0,0,0,0,1.7142857142857142
2020-02-02,2079.285714285714,1.7142857142857142,0,0.2857142857142857,0.2857142857142857,8.285714285714286,0.2857142857142857,1.4285714285714286,0.42857142857142855,0.14285714285714285,0,0,0.2857142857142857,0,0,0.2857142857142857,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,0,0,1.1428571428571428
2020-02-03,2405.5714285714284,1.5714285714285714,0,0.2857142857142857,0.42857142857142855,8.142857142857142,0.2857142857142857,1.5714285714285714,0.42857142857142855,0.14285714285714285,0,0,1.1428571428571428,0,0,0.2857142857142857,0.8571428571428571,0.42857142857142855,0,0,0,0,0,0,0,0,1
2020-02-04,2599.714285714286,1.7142857142857142,0,0.2857142857142857,0.42857142857142855,8.857142857142858,0.2857142857142857,1.1428571428571428,0.2857142857142857,0.14285714285714285,0.14285714285714285,0,1.1428571428571428,0,0,0.2857142857142857,0.8571428571428571,0.2857142857142857,0,0,0,0,0,0,0,0,1.1428571428571428
2020-02-05,3050.4285714285716,2.142857142857143,0,0.2857142857142857,0.42857142857142855,8.857142857142858,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,1.2857142857142858,0,0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0,0,0,0,0,0,0,0,1
2020-02-06,3206.5714285714284,2.7142857142857144,0,0.2857142857142857,0.2857142857142857,7.857142857142857,0.2857142857142857,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,1.2857142857142858,0,0,0.14285714285714285,0.8571428571428571,0.42857142857142855,0,0,0,0,0,0,0,0,0.7142857142857143
2020-02-07,3472.5714285714284,1.8571428571428572,0,0,0.2857142857142857,6.571428571428571,0.14285714285714285,1.1428571428571428,0.14285714285714285,0.14285714285714285,0.14285714285714285,0,1,0,0,0,0.5714285714285714,0.42857142857142855,0,0,0,0,0,0,0,0,0.8571428571428571
2020-02-08,3560.4285714285716,1.7142857142857142,0,0,0.2857142857142857,7.714285714285714,0.14285714285714285,0.7142857142857143,0.7142857142857143,0,0.14285714285714285,0,1.5714285714285714,0,0,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,0,0,0.42857142857142855
2020-02-09,3314.1428571428573,1.4285714285714286,0,0,0.14285714285714285,8.142857142857142,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,1.7142857142857142,0,0,0,0.42857142857142855,0.42857142857142855,0,0,0,0,0,0,0,0,0.42857142857142855
2020-02-10,3234,1.7142857142857142,0,0,0,9.428571428571429,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.14285714285714285,0,0.8571428571428571,0,0,0,0,0.42857142857142855,0,0,0,0,0,0,0,0,0.42857142857142855
2020-02-11,2954.1428571428573,1.7142857142857142,0,0,0,7.857142857142857,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,0,0,1,0,0,0,0.14285714285714285,0.42857142857142855,0,0,0,0,0,0,0,0,0.2857142857142857
2020-02-12,2474.1428571428573,1.2857142857142858,0,0,0,7.428571428571429,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,0,0,1,0,0,0,0.14285714285714285,0.2857142857142857,0,0,0,0,0,0,0,0,0.2857142857142857
2020-02-13,4186.857142857143,0.7142857142857143,0,0,0,9.285714285714286,0.14285714285714285,0.5714285714285714,0.7142857142857143,0.14285714285714285,0,0,1.1428571428571428,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285
2020-02-14,4606.857142857143,0.5714285714285714,0,0,0,11.571428571428571,0,0.42857142857142855,0.7142857142857143,0.14285714285714285,0,0,1.2857142857142858,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-15,4514.142857142857,0.5714285714285714,0,0,0,11.428571428571429,0,0.42857142857142855,0.14285714285714285,0.14285714285714285,0,0,0.7142857142857143,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-16,4383.428571428572,0.5714285714285714,0,0,0,12,0,0.2857142857142857,0.14285714285714285,0,0,0,0.5714285714285714,0,0,0,0.2857142857142857,0,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-17,4297.142857142857,0.42857142857142855,0,0,0,11.857142857142858,0,0.2857142857142857,0.14285714285714285,0,0,0,0.7142857142857143,0,0,0,0.2857142857142857,0.14285714285714285,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-18,4260.714285714285,0.42857142857142855,0,0,0,13.428571428571429,0,0,0.14285714285714285,0,0,0,0.5714285714285714,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-19,4265.714285714285,0.42857142857142855,0.2857142857142857,0,0,14.142857142857142,0,0,0.14285714285714285,0,0,0,0.5714285714285714,0,0,0,0.14285714285714285,0.14285714285714285,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-20,2168.8571428571427,10.857142857142858,0.7142857142857143,0,0,13.428571428571429,0,0,0.14285714285714285,0,0,0,0.7142857142857143,0,0,0,0,0.14285714285714285,0,0,0,0,0,0,0,0.14285714285714285,0
2020-02-21,1313.142857142857,25.142857142857142,2.5714285714285716,0,0,13.571428571428571,2.4285714285714284,0,0.14285714285714285,0,0,0,0.7142857142857143,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0
2020-02-22,1226.857142857143,57.857142857142854,4,0,0,15,8.428571428571429,0,0,0,0,0,0.7142857142857143,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0,0,0,0
2020-02-23,929.8571428571429,81.85714285714286,6.142857142857143,0,0,15.714285714285714,21.714285714285715,0,0,0,0,0,1.4285714285714286,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,0,0
2020-02-24,686.7142857142857,114.71428571428571,8.714285714285714,0,0,16.714285714285715,32.285714285714285,0,0,0,0,0,1.5714285714285714,0,0,0,0.2857142857142857,0.2857142857142857,0,0,0,0,0,0.2857142857142857,0,0,0
2020-02-25,506.14285714285717,135.14285714285714,13.571428571428571,0,0,21.714285714285715,45.57142857142857,0.14285714285714285,0.2857142857142857,0.5714285714285714,0,0,2.142857142857143,0.14285714285714285,0,0.42857142857142855,0.2857142857142857,0.42857142857142855,0,0,0,0,0,0.2857142857142857,0,0.14285714285714285,0
2020-02-26,506.7142857142857,175.71428571428572,19.571428571428573,0,0,28.714285714285715,64.28571428571429,1.5714285714285714,0.8571428571428571,1.5714285714285714,0,0,2.4285714285714284,0.14285714285714285,0,1.4285714285714286,0.2857142857142857,0.42857142857142855,0,0,0.14285714285714285,0,0,0.2857142857142857,0,0.14285714285714285,0
2020-02-27,503.2857142857143,237.42857142857142,34.285714285714285,0,0,34,93.14285714285714,4.285714285714286,3.7142857142857144,1.8571428571428572,0,0.14285714285714285,3.142857142857143,1.1428571428571428,0,3,0.42857142857142855,0.7142857142857143,0,0,0.14285714285714285,0,0,0.2857142857142857,0,0.14285714285714285,0
2020-02-28,482.57142857142856,304.7142857142857,52.857142857142854,0,0,35.857142857142854,124,4.571428571428571,6.428571428571429,4.285714285714286,0,0.14285714285714285,4.714285714285714,1.1428571428571428,0,4.857142857142857,0.14285714285714285,0.7142857142857143,0.14285714285714285,0,0.14285714285714285,0,0,0.2857142857142857,0,0.2857142857142857,0.14285714285714285
2020-02-29,336.42857142857144,388.14285714285717,80.71428571428571,0,0,37.714285714285715,152.28571428571428,9,12.571428571428571,6.142857142857143,0,0.8571428571428571,5.428571428571429,2.5714285714285716,0,8.714285714285714,1.2857142857142858,1.5714285714285714,0.5714285714285714,0,0.2857142857142857,0,0,0.2857142857142857,0,0.2857142857142857,1.5714285714285714
2020-03-01,415.7142857142857,447.7142857142857,133.57142857142858,0,0,42.714285714285715,219.85714285714286,16.285714285714285,16.857142857142858,11.714285714285714,0.14285714285714285,1.4285714285714286,9.428571428571429,3.857142857142857,0,12.142857142857142,2.142857142857143,2.142857142857143,0.7142857142857143,0.14285714285714285,0.2857142857142857,0,0,1,0.8571428571428571,0.42857142857142855,1.8571428571428572
2020-03-02,413.57142857142856,500.2857142857143,205.71428571428572,0.14285714285714285,0.2857142857142857,47.285714285714285,258.14285714285717,20.428571428571427,25.571428571428573,16.857142857142858,1,2.5714285714285716,14.857142857142858,6,0,15.714285714285714,5.428571428571429,2.4285714285714284,0.7142857142857143,0.14285714285714285,0.2857142857142857,0,0,1,0.8571428571428571,1,2.2857142857142856
2020-03-03,358.14285714285717,601.2857142857143,320.14285714285717,0.14285714285714285,0.2857142857142857,47.714285714285715,311.42857142857144,25.571428571428573,27.142857142857142,22.714285714285715,1.7142857142857142,3.4285714285714284,22.142857142857142,7.857142857142857,0,19.857142857142858,8.285714285714286,2.7142857142857144,0.7142857142857143,0.14285714285714285,0.2857142857142857,0,0,1.1428571428571428,1.1428571428571428,1.2857142857142858,3.5714285714285716
2020-03-04,317.14285714285717,622.8571428571429,397.57142857142856,0.14285714285714285,3.5714285714285716,48.285714285714285,376.57142857142856,33.57142857142857,38.57142857142857,29.857142857142858,3.142857142857143,5.428571428571429,29.857142857142858,12.714285714285714,0,32.42857142857143,12.714285714285714,3.142857142857143,0.7142857142857143,0.14285714285714285,0.42857142857142855,0,0,1.1428571428571428,1.5714285714285714,2.7142857142857144,5.714285714285714
2020-03-05,276.7142857142857,617.4285714285714,466.85714285714283,0.2857142857142857,3.857142857142857,51.285714285714285,457.57142857142856,62.285714285714285,48.857142857142854,34.857142857142854,7,11.571428571428571,35.857142857142854,15.142857142857142,0,53.285714285714285,22.571428571428573,3.4285714285714284,0.7142857142857143,0.14285714285714285,0.42857142857142855,0,0,1.5714285714285714,2,3.142857142857143,6.142857142857143
2020-03-06,251.71428571428572,608,622.7142857142857,1.5714285714285714,4,66.57142857142857,535.4285714285714,88.85714285714286,85.57142857142857,52.57142857142857,15.428571428571429,18.142857142857142,45.42857142857143,29.428571428571427,0,69.71428571428571,29.428571428571427,5,0.7142857142857143,0.42857142857142855,1.7142857142857142,0.14285714285714285,0.14285714285714285,1.5714285714285714,2.142857142857143,5.714285714285714,6.857142857142857
2020-03-07,202,555.8571428571429,747.1428571428571,1.5714285714285714,4.428571428571429,80,679.2857142857143,102.85714285714286,122.71428571428571,65,24,26,52.57142857142857,35.714285714285715,0,87,44.714285714285715,4.857142857142857,0.2857142857142857,0.42857142857142855,1.5714285714285714,0.14285714285714285,0.14285714285714285,1.5714285714285714,3,5.714285714285714,6
2020-03-08,127.28571428571429,511.14285714285717,798.2857142857143,2.142857142857143,5.142857142857143,92.57142857142857,811.5714285714286,130,143.71428571428572,84.14285714285714,28.285714285714285,36.42857142857143,55.57142857142857,44.285714285714285,0,114,60.142857142857146,5.714285714285714,0.2857142857142857,1.2857142857142858,2.5714285714285716,0.8571428571428571,0.14285714285714285,1.5714285714285714,3,11.285714285714286,7.571428571428571
2020-03-09,103.42857142857143,449,808.5714285714286,2,5.428571428571429,99.71428571428571,1019.4285714285714,145.28571428571428,146.85714285714286,136.14285714285714,33,43.285714285714285,70.85714285714286,47.42857142857143,0,137.28571428571428,66.57142857142857,7.142857142857143,0.2857142857142857,1.8571428571428572,3.2857142857142856,1,0.14285714285714285,1.5714285714285714,3.142857142857143,11.857142857142858,9.285714285714286
2020-03-10,89.42857142857143,332.42857142857144,815.1428571428571,2.4285714285714284,7.285714285714286,122,1092.4285714285713,180.14285714285714,227.14285714285714,218.57142857142858,36.285714285714285,51.142857142857146,100,62.142857142857146,0,229.28571428571428,91.14285714285714,7,0.2857142857142857,2,4.142857142857143,1.5714285714285714,0.42857142857142855,2.142857142857143,3.5714285714285716,13.285714285714286,10.285714285714286
2020-03-11,76.42857142857143,304.85714285714283,868.2857142857143,2.4285714285714284,4.857142857142857,185.42857142857142,1339,235.14285714285714,286.42857142857144,293.57142857142856,41.57142857142857,66.42857142857143,150.71428571428572,80.28571428571429,0.14285714285714285,332.14285714285717,143.57142857142858,10.714285714285714,0.42857142857142855,4,4.857142857142857,1.5714285714285714,1.2857142857142858,3.5714285714285716,4.571428571428571,13.714285714285714,11.142857142857142
2020-03-12,56.22857142857143,250.94285714285715,918.9428571428572,3.7142857142857144,5.714285714285714,209.28,1526.1714285714286,304.6857142857143,352.6,457.14285714285717,51.714285714285715,77.45714285714286,199.0857142857143,104.68571428571428,0.37142857142857144,444.48,193.45714285714286,15,1.457142857142857,6.577142857142857,11.314285714285715,2.542857142857143,1.5142857142857142,4.285714285714286,5.337142857142857,16.994285714285713,15.24
2020-03-13,36.08571428571429,194.8,911.5142857142857,4.214285714285714,7,232,1786.3142857142857,404.04285714285714,412.31428571428575,648.0714285714286,60.785714285714285,92.52857142857142,257.01428571428573,125.18571428571428,0.6571428571428571,597.7142857142858,261.45714285714286,19.357142857142858,2.6,9.571428571428571,18.1,3.6142857142857143,1.6571428571428573,5.714285714285714,6.714285714285714,19,20.142857142857142
2020-03-14,29.228571428571428,146.0857142857143,952.8,6.214285714285714,9.428571428571429,267.14285714285717,2107.7428571428572,515.6142857142858,485.45714285714286,799.3571428571429,70.78571428571429,106.24285714285715,301.15714285714284,148.9,0.6571428571428571,714.5714285714286,346.8857142857143,19.357142857142858,4.742857142857143,12.571428571428571,18.1,5.042857142857143,2.942857142857143,10.428571428571429,9.857142857142858,30,26.857142857142858
